acc,dice,MIoU,epoch,step,val_loss,val_acc,val_dice,val_MIoU,train_loss,train_acc,train_dice,train_MIoU
0.8928471803665161,0.561245322227478,0.39009103178977966,0,49,,,,,,,,
0.9232401847839355,0.7284616231918335,0.5728979110717773,0,99,,,,,,,,
0.8960409164428711,0.6160075068473816,0.4450945556163788,0,149,,,,,,,,
0.9328314065933228,0.7024784088134766,0.5414001941680908,0,199,,,,,,,,
0.9573401808738708,0.859367311000824,0.7534128427505493,0,249,,,,,,,,
0.9321388602256775,0.6828280091285706,0.5184046030044556,0,299,,,,,,,,
0.9688496589660645,0.8675704002380371,0.7661142349243164,0,349,,,,,,,,
0.88037109375,0.5611245036125183,0.38997432589530945,0,399,,,,,,,,
0.9398716688156128,0.8178415298461914,0.691820502281189,0,449,,,,,,,,
0.9455068111419678,0.823462963104248,0.6999039649963379,0,499,,,,,,,,
0.9672104120254517,0.8997700214385986,0.8178017735481262,0,549,,,,,,,,
0.9447893500328064,0.8048535585403442,0.6734350919723511,0,599,,,,,,,,
0.949861466884613,0.8205375075340271,0.6956876516342163,0,649,,,,,,,,
0.9581423401832581,0.8504548072814941,0.7398185133934021,0,699,,,,,,,,
0.9579679369926453,0.7859861254692078,0.6474276185035706,0,749,,,,,,,,
0.9566724896430969,0.6775915622711182,0.5123920440673828,0,799,,,,,,,,
0.9605040550231934,0.847513735294342,0.7353785634040833,0,849,,,,,,,,
0.9682667255401611,0.8815532326698303,0.7881942391395569,0,899,,,,,,,,
0.9567472338676453,0.7499063611030579,0.5998801589012146,0,949,,,,,,,,
0.9359903335571289,0.7441193461418152,0.5925080180168152,0,999,,,,,,,,
0.963468611240387,0.8939849734306335,0.8082937002182007,0,1049,,,,,,,,
0.9211974143981934,0.7231383323669434,0.5663403868675232,0,1099,,,,,,,,
0.9455466866493225,0.8174636363983154,0.6912798881530762,0,1149,,,,,,,,
0.9561095237731934,0.8336637616157532,0.7147713899612427,0,1199,,,,,,,,
0.9786900281906128,0.9148737192153931,0.8431034684181213,0,1249,,,,,,,,
0.922517716884613,0.5725985765457153,0.4011475741863251,0,1299,,,,,,,,
0.9479332566261292,0.7943965792655945,0.6589202880859375,0,1349,,,,,,,,
0.9372408986091614,0.7361209988594055,0.5824299454689026,0,1399,,,,,,,,
,,,0,1428,0.26153841614723206,0.9644917845726013,0.8219591975212097,0.6977340579032898,,,,
,,,0,1428,,,,,0.2810429036617279,0.9434825778007507,0.7965934872627258,0.6619488596916199
0.955656111240387,0.9195036292076111,0.8510011434555054,1,1449,,,,,,,,
0.9595772624015808,0.7542929649353027,0.6055139303207397,1,1499,,,,,,,,
0.9606086611747742,0.8385806083679199,0.7220308184623718,1,1549,,,,,,,,
0.9710817933082581,0.8578287363052368,0.7510508894920349,1,1599,,,,,,,,
0.9713358879089355,0.9277451634407043,0.8652282953262329,1,1649,,,,,,,,
0.984220564365387,0.9493206739425659,0.9035304188728333,1,1699,,,,,,,,
0.9570162892341614,0.9039833545684814,0.824789822101593,1,1749,,,,,,,,
0.9646743535995483,0.8460569977760315,0.7331877946853638,1,1799,,,,,,,,
0.9764478802680969,0.8236523270606995,0.7001776099205017,1,1849,,,,,,,,
0.9601004719734192,0.828228235244751,0.7068170309066772,1,1899,,,,,,,,
0.9608528017997742,0.7215705513954163,0.5644195675849915,1,1949,,,,,,,,
0.9610321521759033,0.815876841545105,0.6890134811401367,1,1999,,,,,,,,
0.9426419138908386,0.8050795793533325,0.6737516522407532,1,2049,,,,,,,,
0.956209123134613,0.901467502117157,0.8206107020378113,1,2099,,,,,,,,
0.9702845811843872,0.8196225762367249,0.6943732500076294,1,2149,,,,,,,,
0.9813257455825806,0.817739725112915,0.6916748881340027,1,2199,,,,,,,,
0.9647440910339355,0.8822237253189087,0.7892667651176453,1,2249,,,,,,,,
0.9594178199768066,0.8744159936904907,0.7768554091453552,1,2299,,,,,,,,
0.9616350531578064,0.8415507674217224,0.7264459133148193,1,2349,,,,,,,,
